author_date_unix_timestamp;fix;contains_bug;ns;nd;nf;entrophy;la;ld;lt;ndev;age;nuc;exp;rexp;sexp;dataset;days_to_first_fix
1502351460;False;False;1;2;2;0.985228136;4;3;-2;95;146.762963;8;546.5;1.0045007;526;neutron;
1393438840;False;True;1;1;1;0;4;4;1497;105;33.69642361;20;64;1.02967674;64;neutron;530.3969
1407696877;False;False;1;1;1;0;3;1;1155;132;10.04886574;63;246;1.099513719;115;neutron;
1436946255;False;True;2;6;10;2.338402828;310;61;397.1;184;13.095125;403;21.5;1.015112384;24;neutron;62.5691
1474270797;False;False;1;2;2;1;2;2;67;207;179.6660532;9;6.5;1.005954635;5;neutron;
1443709706;True;False;1;4;4;1.641153732;7;14;1676;192;33.54400463;78;2042.5;1.007433333;1905;neutron;
1458872047;True;True;1;5;14;3.176305112;409;38;47.71428571;215;0.046803902;26;583.5;1.732945914;532;neutron;487.6351
1424889911;False;False;1;1;1;0;1;0;523;175;-36.23643519;19;29;0.972403466;29;neutron;
1481235990;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1452424764;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1463774399;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1434535444;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1492035704;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1357159126;False;False;1;1;1;0;0;1;86;39;119.8671991;5;1;1.008342566;1;neutron;
1453349350;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1432830917;False;True;1;4;4;1.246350576;55;5;160.75;186;-20.64389178;48;376.5;0.9840598;358;neutron;153.1362
1478619045;True;False;2;3;4;1.877640283;17;1;247.75;252;123.1969213;49;34.5;1.002324319;2;neutron;
1361195834;False;True;1;2;2;0.666578358;17;29;420;48;12.30189236;27;14.5;0.959344315;15;neutron;548.7042
1427817236;False;True;2;4;4;1.819489512;6;76;284.5;173;26.76572049;92;633.5;1.298737077;584;neutron;-0.3757
1475047227;False;False;2;3;4;0.850770704;13;34;8.5;214;452.6482407;16;70.5;1.000764138;67;neutron;
1414593151;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1343319997;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1387252727;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1461567778;True;False;1;2;2;0.672294817;16;1;588;223;20.49175347;78;72.5;1.101033717;71;neutron;
1502219441;False;False;1;2;2;0.684038436;10;1;129;99;197.7541667;6;155.5;1.003792588;139;neutron;
1503015670;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1472584885;True;True;1;1;1;0;24;20;2662;241;0.315625;97;194;4.168316832;122;neutron;45.1494
1407341981;False;False;1;1;1;0;2;14;1148;132;15.32986111;34;0;0;0;neutron;
1493242184;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1505178002;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1457623300;False;False;1;1;1;0;3;2;87;210;145.1855093;11;2185;1.00688774;2007;neutron;
1460015024;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1408937633;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1449249223;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1359680659;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1506381690;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1489806847;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1406925792;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1456202410;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
1420550415;False;False;0;0;0;0;0;0;0;0;0;0;0;0;0;neutron;
